Row.names,Class,Probability,Group,p1p1x,p2p2x,h_cgvc,ang_NHs,ang_CHs,dist_NH,dist_CH,h_scvc,DFGStatus
2VTJ_A,codi,0.989,,0.334851831,0.536898911,0.210919975,99.70744156,69.49719241,16.04832077,13.00942612,0.260597415,1
2VTL_A,codi,0.999,,0.184129149,0.451662213,0.027565819,105.0004166,87.47259308,16.16853905,12.65275002,-0.03809967,1
2VTM_A,codi,0.997,,0.220565185,0.453500569,0.046143778,102.9632442,83.87236845,15.96122837,12.61312199,-0.01074193,1
2VTN_A,codi,0.969,,0.5983693,0.731226504,0.445164231,75.76508697,61.48088343,16.05191422,13.42446423,0.453322284,1
2VTO_A,codi,0.997,,0.49228698,0.476130992,0.14027044,100.6421724,84.53272632,16.23958969,12.8796339,0.112227192,1
2VTP_A,codi,0.989,,0.198954672,0.459978044,0.189973095,94.7991281,80.08940109,15.91807461,12.42410374,0.138571487,1
2VTQ_A,codi,0.993,,0.796350837,0.845011413,-0.030097433,133.6279556,112.7024868,16.13769531,13.3391304,-0.12834174,1
2VTR_A,codi,0.998,,0.238152966,0.440956593,0.032314152,105.154873,79.84129411,16.1990757,12.81817436,0.113635848,1
2VTT_A,codi,0.994,,0.779216349,0.720406771,-0.045899237,105.6924431,96.51111868,16.03373909,13.31737232,-0.087894251,1
2VU3_A,codi,0.992,,0.813681662,0.760120809,-0.006621097,110.4049524,86.0013719,15.9141922,13.40977383,-0.06667532,1
2VUW_A,cidi,1,,0.928957462,0.930158317,0.996310985,25.76059336,16.20947093,11.71550179,7.969482899,0.993282998,1
2VV9_A,codi,0.997,,0.819571376,0.760932326,0.229090579,144.421432,106.2755929,16.13831329,13.61979485,0.114868535,1
2VWU_A,cidi,0.975,,0.87351799,0.877721727,0.920074665,37.48818746,27.08387731,10.78393364,7.342755795,0.959515886,1
2VWV_A,cidi,0.999,,0.88407445,0.901145577,0.997736537,29.68235907,36.29422551,11.00631809,7.673199654,0.983895352,1
2VWW_A,cidi,1,,0.898529828,0.906186998,0.92718494,48.1705728,18.44749778,10.74209499,7.320323944,0.960545772,1
2VWX_A,cidi,1,,0.897949338,0.909425199,0.910601171,34.95833827,24.17399472,10.55671501,7.354297638,0.955165379,1
2VWY_A,cidi,1,,0.912374139,0.918314576,0.908070257,36.80501071,28.00575387,10.59698868,7.243824005,0.953820712,1
2VWZ_A,cidi,1,,0.900960803,0.910074532,0.910788957,41.77932446,25.35466905,10.60530949,7.335056305,0.95446885,1
2VX0_A,cidi,1,,0.906334579,0.914780676,0.911669869,38.14532063,27.29523257,10.54346466,7.298445702,0.95693462,1
2VX1_A,cidi,1,,0.911094904,0.914945364,0.906099899,36.06353089,25.67563793,10.57940865,7.338058472,0.950568259,1
2VX3_A,cidi,1,,0.943372011,0.903901517,0.975470341,39.03787252,17.82908289,11.96369457,8.369053841,0.994161252,1
2VZ6_A,cidi,0.941,,0.816766858,0.874201655,0.97728589,59.98570292,7.943714113,11.51830387,9.250635147,0.968099987,1
2W05_A,codi,0.994,,0.791227221,0.79648298,0.241678453,146.5606325,108.760915,16.22494507,13.44779491,0.11728211,1
2W06_A,codi,0.998,,0.382191002,0.457640231,0.201009461,151.5280658,126.9986292,16.20226479,12.89370251,0.285542235,1
2W0J_A,cidi,1,,0.958788216,0.926303506,0.960145522,42.38641456,15.42466802,12.70083427,8.135737419,0.98199201,1
2W17_A,codi,0.97,,0.834376991,0.741673946,0.325857881,93.32334467,66.77440764,15.88751888,13.58578396,0.215899789,1
2W1C_A,cidi,1,,0.927581966,0.912377894,0.968112863,36.65269834,18.21315737,12.65136337,7.504337311,0.988474824,1
2W1D_A,cidi,0.999,,0.897138655,0.933765292,0.960084847,26.35476924,23.20474453,12.47216797,7.251169682,0.983360974,1
2W1E_A,cidi,1,,0.933899701,0.929972112,0.957016082,31.22111352,12.96870609,12.74117184,7.313216686,0.981096577,1
2W1F_A,cidi,1,,0.949072063,0.92987144,0.961812586,29.17201498,15.52365692,12.84243774,7.277423859,0.986937371,1
2W1G_A,cidi,1,,0.944343507,0.8984465,0.970577569,43.45594995,9.445305315,12.48783684,7.34768343,0.992004293,1
2W1H_A,codi,0.999,,0.280593395,0.484635293,0.03852898,136.1876633,111.4231904,15.80889988,12.6348238,-0.035405633,1
2W1I_A,cidi,0.998,,0.7886796,0.931199849,0.963379259,58.89418684,7.606155462,10.94112492,8.534406662,0.983749943,1
2W4J_A,cidi,1,,0.93928206,0.924481213,0.988629492,21.71041496,17.69685148,11.46625996,8.596381187,0.999110075,1
2W4K_A,cidi,1,,0.934293509,0.90724051,0.996330199,29.49777541,11.2373665,11.59369755,8.873492241,0.982594295,1
2W5A_A,codi,0.864,,0.521173239,0.294213057,0.408426735,65.13317539,61.22871544,14.70595837,11.10460663,0.414888253,1
2W5H_A,other,0.927,,-0.166747242,-0.19960016,0.47182598,89.19729683,99.30038741,14.37582779,12.19981575,0.598261831,2
2W7X_A,cidi,1,,0.956314445,0.923452914,0.91525182,40.03953402,21.25967364,13.06703663,8.423502922,0.953824633,1
2W96_B,codi,0.996,,0.200432867,0.741115332,0.330686929,129.4381563,104.8453819,15.52416134,12.6757822,0.412222274,1
2W99_B,codi,0.995,,0.172702968,0.665393054,0.36239306,131.6948974,111.4983197,15.35383987,12.74553204,0.395544263,1
2W9F_B,codi,0.997,,0.288232535,0.830612659,0.287538892,127.3455241,113.5784306,15.31154919,13.05924892,0.302799223,1
2W9Z_B,codi,0.994,,0.265921861,0.722817361,0.312950042,124.2348157,104.589924,15.43315697,12.67776871,0.458055065,1
2WAJ_A,cidi,0.931,,0.79187119,0.545344591,0.86338459,56.39590747,28.09993428,13.09646893,7.168588161,0.935403668,1
2WB8_A,cidi,1,,0.956923246,0.909590483,0.98877664,25.40736206,27.65416783,11.51201344,7.754542351,0.998681205,1
2WD1_A,codi,0.963,,0.89426285,0.847356737,0.636843871,126.1151584,82.34781291,15.70231628,13.40689945,0.535306778,1
2WEL_A,cidi,0.999,,0.371480852,0.906118453,0.987643118,43.3201187,19.19350876,12.76441574,8.877698898,0.999607279,1
2WEV_A,cidi,1,,0.873960316,0.919119716,0.941889559,33.48326126,16.14876813,11.29834366,7.088852406,0.96134518,1
2WFY_A,cidi,1,,0.448118389,0.912926674,0.929211299,34.71038298,16.14659255,11.83817101,7.290393829,0.950366007,1
2WGJ_A,codi,0.91,,0.874498487,0.853621066,0.240922475,82.11804242,60.25258032,15.90686893,12.86512852,0.36627306,1
2WHB_A,cidi,1,,0.934979498,0.928334296,0.93333734,32.73883291,14.58697888,11.4659481,7.310578823,0.96391666,1
2WIH_A,cidi,1,,0.928271174,0.907988727,0.957035979,34.61248861,15.6763613,11.69956207,7.818841457,0.972374317,1
2WIP_A,cidi,1,,0.914142191,0.913618505,0.959427472,31.18072937,16.89671293,11.47434711,7.765593529,0.974474749,1
2WKM_A,codi,0.974,,0.888837934,0.84645015,0.284962763,138.2332027,102.966132,16.143713,13.02138901,0.413270719,1
2WMA_A,cidi,0.961,,0.834671855,0.854528546,0.977260809,52.40598968,12.13729846,11.00788879,7.5723176,0.972867283,1
2WMB_A,cidi,1,,0.886862814,0.892872512,0.971932974,30.83588864,18.87959979,11.20923233,7.864174843,0.983234187,1
2WMQ_A,cidi,1,,0.910669208,0.929192364,0.981292552,32.82317012,22.24882229,11.49040031,8.270878792,0.996842569,1
2WMR_A,cidi,0.998,,0.914366424,0.928749323,0.984523825,26.78077013,31.48888053,11.43186092,8.112660408,0.996802963,1
2WMS_A,cidi,1,,0.92338717,0.921225548,0.991364443,37.6731854,23.01469304,11.20294094,8.021141052,0.996868193,1
2WMT_A,cidi,1,,0.927511036,0.929362774,0.987398613,41.28846425,23.32723866,11.33605957,8.061619759,0.997729635,1
2WMU_A,cidi,1,,0.910236955,0.928286493,0.97936541,46.58863388,17.99197514,11.30540466,8.096792221,0.994884985,1
2WMV_A,cidi,1,,0.924639404,0.923903584,0.981597642,35.12458072,30.70370392,11.268013,8.252890587,0.996805892,1
2WMW_A,cidi,1,,0.92555517,0.916395605,0.988463866,35.25353472,22.60126288,11.16327,8.017903328,0.997395536,1
2WMX_A,cidi,1,,0.930643976,0.920415938,0.985323625,17.01960689,23.12278445,11.16004562,8.016922951,0.99695941,1
2WNT_A,cidi,1,,0.850804508,0.900105119,0.991379324,33.53707389,13.64073204,12.04044151,8.411094666,0.968253998,1
2WO6_A,cidi,0.998,,0.921588778,0.898074567,0.903457998,30.14456548,11.8190768,11.33991528,7.397563934,0.93388162,1
2WOT_A,cidi,1,,0.828862786,0.93483597,0.932379526,30.79618821,22.60338101,10.37981892,7.868550777,0.960118892,1
2WOU_A,cidi,0.991,,0.288668066,0.92587781,0.934977942,29.85209861,21.4311047,10.36500263,7.828550816,0.963771047,1
2WPA_A,cidi,1,,0.895682693,0.915693223,0.949922358,32.28419348,19.73661948,11.62957573,7.368849277,0.968150502,1
2WQB_A,other,0.804,,-0.096315056,-0.644687772,0.160531844,80.73394769,83.30692122,13.74987984,10.46146584,0.134252288,2
2WQM_A,codi,0.999,,0.572389841,0.756286919,0.64741246,128.0075288,74.72602381,15.52848053,11.63299847,0.543777536,1
2WQN_A,codi,0.997,,0.413497388,0.774287581,0.634735505,116.2076934,73.26632966,15.68794727,11.74262524,0.53315904,1
2WTD_A,cidi,1,,0.941418111,0.929570615,0.968105159,47.33204673,3.776327197,12.02616596,7.82423687,0.99067118,1
2WTI_A,cidi,1,,0.913415551,0.931716144,0.965221005,43.96215919,8.016312568,11.87251186,7.535048962,0.987065659,1
2WTJ_A,cidi,0.994,,0.289364636,0.922178686,0.971404364,30.08396358,18.41813682,11.83408833,7.497656345,0.994692876,1
2WTK_B,other,0.788,,0.736178935,-0.701098263,0.919883715,34.82912752,107.6278016,12.58674812,17.61261749,0.971433105,2
2WTK_C,cidi,1,,0.636270881,0.926526189,0.945748781,27.82701822,20.61311915,12.14996243,8.155208588,0.970868517,1
2WTV_A,other,0.855,,-0.402783573,0.318418533,0.711639138,106.2522167,70.14958104,14.39261627,8.483902931,0.832053762,2
2WTW_A,cidi,0.995,,0.935095727,0.918259621,0.875706582,50.86434851,29.19354289,13.76188374,8.666092873,0.94567563,1
2WU6_A,cidi,0.996,,0.88915813,0.934847891,0.884683498,16.93580188,29.10223984,11.54116058,8.232099533,0.933508357,1
2WU7_A,cidi,0.996,,0.917316973,0.92354691,0.867630282,24.91263425,20.14596977,11.41741085,7.519349575,0.915169692,1
2WXV_A,cidi,1,,0.92584002,0.917147994,0.951241912,42.29820677,14.91655902,11.95006847,7.994809628,0.973284609,1
2WZJ_A,codi,0.512,,0.203814492,0.496676087,0.766410866,91.92608299,50.24166439,13.3669405,9.648814201,0.790258723,1
2X0G_A,cidi,0.985,,0.90356046,0.913625002,0.995639999,63.35660401,15.92177797,12.6178236,9.171577454,0.981956994,1
2X1N_A,cidi,1,,0.904447794,0.906309843,0.944514299,40.25603616,13.74345229,11.43552399,7.239555836,0.967238483,1
2X2K_A,cidi,1,,0.356440336,0.919642031,0.948482276,31.52547268,20.17951282,9.849683762,7.325871468,0.961951395,1
2X2M_A,cidi,1,,0.926410377,0.925584018,0.950569207,38.94379888,17.74322324,9.838848114,7.198763371,0.960864027,1
2X39_A,cidi,1,,0.359207094,0.93163991,0.972200943,33.5222295,15.93227943,11.27651596,7.340358734,0.983530852,1
2X4F_A,cidi,0.994,,0.937513649,0.92273587,0.984360407,56.51900962,20.2516002,12.29647064,9.04241848,0.996433159,1
2X4Z_A,cidi,1,,0.379927397,0.903824091,0.938274893,42.77880239,12.85382093,12.65237713,8.426580429,0.973054717,1
2X6D_A,cidi,0.998,,0.901294708,0.911966383,0.985186129,30.7036095,20.59370461,12.34840393,7.750778198,0.991648414,1
2X6E_A,cidi,1,,0.957015276,0.92501837,0.953632454,37.06545796,15.98458803,12.30628872,8.001099586,0.98614203,1
2X7F_A,cidi,0.991,,0.961247087,0.933358908,0.964965593,54.70955046,26.40449679,11.83711338,8.950108528,0.990436541,1
2X7G_A,cidi,0.941,,0.265800893,0.879749477,0.93043775,32.76254694,24.3060692,11.85857677,8.874640465,0.961728046,1
2X7O_A,cidi,1,,0.942139268,0.91802299,0.911733203,32.55712248,17.07703949,10.86959743,7.075341702,0.953099472,1
2X8D_A,cidi,1,,0.8928262,0.929956555,0.984931481,32.03951989,24.67619466,11.44138908,8.233662605,0.99508637,1
2X8E_A,cidi,1,,0.896198153,0.928351581,0.980357123,31.01888114,22.37085174,11.48558426,8.277391434,0.995282534,1
2X8I_A,cidi,1,,0.910940349,0.933585763,0.979760016,30.96818293,22.50456255,11.43714142,8.046233177,0.993264446,1
2X9E_A,cidi,0.87,,0.926507056,0.72443229,0.858405556,33.95607123,30.96416628,13.36905003,8.007874489,0.856557307,1
2X9F_A,cidi,1,,0.894696653,0.918321967,0.926135515,46.05387687,16.09790753,10.33496284,7.51666832,0.955639499,1
2XA4_A,cidi,0.993,,0.868538439,0.940567374,0.969360383,60.09594191,13.26398752,10.98605824,9.11909771,0.983697536,1
2XB7_A,cidi,1,,0.93477726,0.931787312,0.962189229,33.19544789,25.626937,10.2414999,8.44983387,0.959315156,1
2XBA_A,cidi,1,,0.946502149,0.931397259,0.97586078,24.89754657,35.80309266,10.59572887,8.900762558,0.997362887,1
2XCH_A,cidi,0.999,,0.92594409,0.921115398,0.998652198,27.98374331,29.3857461,11.3320322,7.885603905,0.991500702,1
2XCK_A,cidi,0.999,,0.916351497,0.915986359,0.996896414,24.13780967,34.84359901,11.38216877,7.901968479,0.986828448,1
2XEY_A,cidi,1,,0.895695448,0.928658664,0.991836271,26.79126764,29.48099709,11.36601734,8.266819954,0.997474067,1
2XEZ_A,cidi,1,,0.915073812,0.925862789,0.989139222,25.93401933,27.18997683,11.25160027,8.210598946,0.998112844,1
2XF0_A,cidi,1,,0.879751742,0.91649437,0.988465383,29.07851138,25.45261925,11.26358986,8.433163643,0.998431082,1
2XH5_A,cidi,1,,0.503968775,0.933015883,0.975402802,25.40330007,24.4175121,11.65895462,7.395167351,0.990687087,1
2XIK_A,cidi,1,,0.886029303,0.940180302,0.95462545,27.22633024,17.68600831,11.62226963,7.749638081,0.980331172,1
2XIR_A,cido,0.991,,-0.700074196,-0.615104377,0.974902945,60.72032745,2.128946391,10.26392078,9.729000092,0.996759516,0
2XIX_A,cidi,1,,0.938304067,0.910536468,0.980354826,30.48901604,14.66991006,11.29778194,7.961863995,0.977616055,1
2XIY_A,cidi,1,,0.405336708,0.90828377,0.97426711,30.76010521,14.11140335,11.45238018,8.038017273,0.974102856,1
2XIZ_A,cidi,1,,0.938469887,0.90678072,0.981126132,50.41563977,13.01622645,11.36754417,8.120709419,0.980669131,1
2XJ0_A,cidi,0.999,,0.958511829,0.917939901,0.984024804,47.31534299,12.56768983,11.24218369,7.897343159,0.983470847,1
2XJ1_A,cidi,1,,0.933475614,0.910359859,0.977378478,37.0385345,20.15280082,11.33881092,8.224564552,0.980522875,1
2XJ2_A,cidi,1,,0.939555109,0.912628949,0.978719375,37.91218011,13.90630412,11.30702209,8.185155869,0.980229013,1
2XK3_A,other,0.822,,0.040509753,-0.727059603,0.786434378,65.87168995,44.726695,14.41067696,10.35089779,0.849959999,2
2XK4_A,other,0.814,,0.093475878,-0.651414096,0.663281242,76.18558229,51.41326205,13.92058182,10.03127575,0.794905773,2
2XK9_A,cidi,1,,0.958103836,0.926561713,0.917402215,32.73961147,12.84025046,12.93699741,8.384813309,0.96292645,1
2XKD_A,codi,0.733,,0.888156116,0.918430746,0.479487398,105.4651251,82.44855127,14.23405457,11.51218891,0.640134225,1
2XKE_A,codi,0.747,,0.946530998,0.886199296,0.544378593,88.6884365,93.55521101,14.06202316,11.63237286,0.689588875,1
2XKF_A,codi,0.737,,0.891252816,0.920216799,0.566363711,74.78802436,70.7786209,14.01998425,11.38945484,0.708868413,1
2XM8_A,cidi,1,,0.898080826,0.913419962,0.95425133,31.6626999,10.13552844,10.57207012,7.753547192,0.983210406,1
2XM9_A,cidi,0.999,,0.430133551,0.916617751,0.945009468,33.69978239,14.10941155,11.6942358,7.568174362,0.972757436,1
2XMY_A,codi,0.997,,0.512787759,0.566925585,0.098196076,159.5855461,115.3988753,16.21193886,13.36713123,-0.010121879,1
2XNB_A,codi,0.977,,0.869139016,0.814347386,0.111924763,149.5208604,115.8584532,16.01622009,13.93185616,-0.007147196,1
2XNE_A,cidi,0.997,,0.391124636,0.927337289,0.970812888,52.68208715,20.246821,12.83630562,7.797843933,0.994301388,1
2XNG_A,cidi,0.971,,0.901632905,0.85304302,0.969755987,59.22500856,15.66476975,12.54136753,7.620839119,0.99294364,1
2XNM_A,codo,0.505,,-0.667696178,-0.174393252,0.63877402,59.67688545,55.49517985,13.74410629,10.17659283,0.771806109,0
2XNN_A,other,0.785,,-0.502525151,-0.005184352,0.724110965,55.41463371,57.44132961,13.90445137,10.77719688,0.808343941,2
2XNP_A,other,0.847,,0.136620104,-0.620130002,0.779473396,39.27620367,36.44816165,13.7147007,9.819469452,0.828306971,2
2XP2_A,cidi,1,,0.952516854,0.937341452,0.958677873,36.0306286,45.58489511,10.79140568,8.672255516,0.975949772,1
2XRU_A,cidi,1,,0.742218196,0.891198575,0.950303352,42.51330894,4.525911287,12.55687904,6.98306036,0.985292404,1
2XRW_A,cidi,0.946,,0.897158444,0.507615387,0.95601509,16.93549156,30.6068042,12.37357998,6.654764175,0.977638109,1
2XS0_A,cidi,0.908,,0.880748212,0.491229862,0.862703583,36.25763975,33.71371491,12.29002857,7.323327065,0.880862807,1
2XUU_A,cidi,0.987,,0.951052785,0.904904962,0.996305714,74.54794082,15.63225265,11.55497551,8.962388992,0.980964469,1
2XVD_A,cidi,1,,0.907836735,0.919420004,0.933570722,31.6455252,27.9010573,10.6221447,7.502603054,0.962350008,1
2XYN_A,cidi,0.862,,0.23749803,0.937337637,0.924674022,38.36984991,24.40159588,10.63882446,8.272773743,0.974214397,1
2XYU_A,cidi,0.935,,0.856786132,0.846871495,0.959879671,31.1901137,27.50634276,11.03699684,9.223484993,0.972575189,1
2XZS_A,cidi,0.99,,0.295655221,0.898678958,0.997789613,41.00820048,17.39568744,12.64902115,9.058716774,0.984641128,1
2Y0A_A,cidi,0.999,,0.862966955,0.91163373,0.992779817,39.24907308,20.72544158,12.21431637,9.05719471,0.975977381,1
2Y4I_B,codi,0.969,,0.181790233,0.638494015,0.391777018,103.1790742,86.78132901,17.14032936,13.92603493,0.587716141,1
2Y4I_C,codi,0.989,,0.184633031,0.755970359,-0.115604507,119.3325192,136.0358311,16.82861137,14.66156101,0.019994487,1
2Y4P_A,cidi,0.999,,0.89776814,0.901073575,0.996337999,33.60057386,20.93905731,12.14100361,9.029480934,0.998331471,1
2Y6M_A,cidi,0.972,,0.830729187,0.863456607,0.962255815,28.04158529,28.46974908,10.87771511,8.718707085,0.984125078,1
2Y6O_A,cidi,0.974,,0.864272594,0.862025738,0.957830754,24.89841686,22.27143468,10.75167084,8.911590576,0.975341005,1
2Y8O_A,cidi,0.935,,0.32223323,0.789504588,0.997419795,12.64360513,48.70094152,12.2401228,9.900576591,0.984945589,1
2Y9Q_A,cidi,1,,0.857634544,0.92168963,0.942593255,26.923477,18.21975816,11.74534702,6.941090107,0.965497842,1
2YA9_A,cidi,0.999,,0.900514424,0.884806573,0.998209902,51.94770723,10.84694158,11.9138031,8.920982361,0.992286734,1
2YAA_A,cidi,0.987,,0.940129995,0.90312475,0.995665431,55.06760623,4.876158593,11.95880985,9.134031296,0.988771276,1
2YAB_A,cidi,1,,0.952644885,0.902200341,0.99907507,46.09577702,6.806077601,11.61900806,8.866780281,0.992255465,1
2YAC_A,cidi,1,,0.928137004,0.921125174,0.97373348,41.83987288,24.46847208,11.88826752,8.149024963,0.994786613,1
2YAK_A,cidi,1,,0.90437752,0.919742167,0.997788796,46.46539558,10.86245322,12.70671272,8.98246479,0.996562006,1
2YCF_A,cidi,0.999,,0.952774882,0.931501925,0.961705254,33.18722706,16.63979696,12.49926281,7.830685616,0.984247962,1
2YCQ_A,cidi,1,,0.948442101,0.916384161,0.914019722,38.08608949,15.00627183,13.15594578,8.55329895,0.951531489,1
2YCS_A,cidi,1,,0.948284984,0.924416721,0.932599669,45.60750779,14.513984,12.75643063,8.236298561,0.970515569,1
2YDI_A,cidi,1,,0.913311005,0.931356072,0.987602671,42.02880523,21.69493293,11.36736965,8.474422455,0.998168556,1
2YDJ_A,cidi,0.999,,0.310873359,0.919556975,0.974448423,36.91715577,16.77556973,11.21539307,7.850486279,0.990531596,1
2YDK_A,cidi,1,,0.338683724,0.93028456,0.978182122,40.8933243,16.6689819,11.20065498,7.901592731,0.992115157,1
2YER_A,cidi,1,,0.883931935,0.932251871,0.984717744,41.38854211,20.96734656,11.60899258,8.200051308,0.997232812,1
2YEX_A,cidi,1,,0.882507026,0.930859387,0.985595564,49.19217354,21.14360201,11.59346581,8.282874107,0.997414604,1
2YFX_A,cidi,1,,0.948370636,0.934882581,0.967946878,24.09850899,23.09020966,10.5452404,8.912265778,0.993399041,1
2YHV_A,cidi,1,,0.952943146,0.938204706,0.96393181,24.84284338,39.78188347,10.64280128,8.963417053,0.990534946,1
2YIQ_A,cidi,0.999,,0.954179227,0.933812261,0.95078163,31.96936028,17.08824203,12.55178642,7.817080975,0.97844979,1
2YIR_A,cidi,1,,0.952117085,0.919452965,0.892674869,38.30062547,16.1055489,13.20590591,8.500705719,0.940989265,1
2YIS_A,cido,0.96,,-0.802381396,-0.423718065,0.990328692,18.50512955,38.47730855,11.11690521,9.396975517,0.992725365,0
2YIT_A,cidi,1,,0.949645638,0.918330431,0.916068939,37.74576738,15.50337917,12.96023083,8.514306068,0.958848604,1
2YIW_A,cido,0.984,,-0.786793709,-0.552243948,0.992384927,17.21958508,39.12742183,11.17929077,9.557496071,0.993303994,0
2YIX_A,cidi,0.966,,0.33824718,0.675500929,0.997425464,24.75412446,42.00641964,11.5358181,8.769416809,0.994204247,1
2YJR_A,cidi,0.986,,0.929696739,0.882662952,0.997708866,35.71447343,21.52132353,10.60950184,9.257563591,0.987723431,1
2YJS_A,cidi,0.948,,0.953943849,0.938239276,0.820481556,36.63042249,17.47703383,10.9471941,8.495594025,0.887638418,1
2YM3_A,cidi,1,,0.888829291,0.921165347,0.987093326,47.5041483,11.4819529,11.29170322,8.256536484,0.99632207,1
2YM4_A,cidi,1,,0.911990643,0.90740025,0.991033083,46.48392803,25.32949421,11.39649296,8.299841881,0.998248529,1
2YM5_A,cidi,0.998,,0.924519837,0.922498822,0.993766958,41.28227518,26.90168776,11.5456686,8.417715073,0.996707103,1
2YM6_A,cidi,1,,0.92457062,0.923723757,0.990715895,37.24653927,21.66515108,11.04934406,8.167280197,0.997105427,1
2YM7_A,cidi,1,,0.904747069,0.924960315,0.985786912,37.95521338,23.23592378,11.25310993,8.21465683,0.996713731,1
2YM8_A,cidi,0.999,,0.856923819,0.922558248,0.988725688,53.30420539,21.39075418,11.108181,8.184094429,0.99615468,1
2YWP_A,cidi,1,,0.927741051,0.918640733,0.990138955,46.66214973,24.58333199,11.39638901,8.103126526,0.996567425,1
2Z7L_A,cidi,1,,0.936135352,0.918969154,0.923706348,47.15835191,12.39988916,12.89980698,7.170147896,0.958524671,1
2Z8C_A,cidi,1,,0.962586641,0.92609179,0.94192074,27.18706293,17.85581925,10.02143955,7.726313591,0.970182916,1
2ZAZ_A,cidi,0.965,,0.494801253,0.832510948,0.995330806,41.91495405,27.3190506,11.92534256,8.913602829,0.983542165,1
2ZB0_A,cidi,0.881,,0.298799425,0.76851964,0.98632529,34.63634627,49.89794334,11.67333603,9.782830238,0.974643928,1
2ZB1_A,cidi,0.894,,0.395590991,0.764885545,0.989741708,27.3159735,50.8280152,11.56872749,9.539855003,0.976546767,1
2ZDT_A,cidi,0.957,,0.803249955,0.533999801,0.971095569,22.19055365,39.2601553,11.61631966,7.296080112,0.986141781,1
2ZDU_A,cidi,0.966,,0.85754168,0.554014683,0.855199785,48.07294539,12.75739709,12.479002,7.540303707,0.938050105,1
2ZJW_A,cidi,1,,0.885166824,0.92740643,0.995247782,60.45704863,2.595895807,11.95635033,8.496982574,0.995993009,1
2ZM1_A,cidi,1,,0.922760308,0.925939262,0.888337319,27.69698146,17.73050486,11.0837698,8.215292931,0.944113636,1
2ZM3_A,cidi,0.94,,0.909105182,0.938981891,0.892453196,53.37631537,39.20536259,11.79450607,9.918255806,0.91162285,1
2ZM4_A,cidi,0.993,,0.927964985,0.940848112,0.941800215,70.8270374,14.47663224,11.32119083,8.318628311,0.983387776,1
2ZMC_A,cidi,0.901,,0.928317249,0.72735697,0.835667864,60.98514191,9.063799248,13.55475044,7.961448193,0.881026928,1
2ZMD_A,cidi,0.938,,0.870833218,0.716490865,0.880484452,56.04046949,11.15680194,13.57874203,7.95756197,0.88497596,1
2ZV2_A,cidi,1,,0.929563463,0.912510991,0.983591272,41.55862012,19.99789926,12.04711533,8.712620735,0.999996109,1
2ZV7_A,cidi,0.994,,0.941933453,0.934350073,0.933755844,55.17578124,6.683042298,10.85826874,6.99637413,0.972109161,1
2ZV8_A,cidi,1,,0.891572475,0.93447578,0.91312747,43.57553613,13.63004854,10.87497616,7.404951096,0.96114125,1
2ZV9_A,cidi,1,,0.326721787,0.934984207,0.954918689,48.70012199,11.83250483,10.57875824,7.042878151,0.984570964,1
2ZVA_A,cidi,1,,0.892251909,0.936395764,0.941599073,49.38418064,8.42556801,11.00859356,7.897259712,0.975603776,1
2ZYB_A,cidi,1,,0.959771335,0.928637087,0.890238823,49.41906119,18.51721804,10.92018604,8.365719795,0.951469415,1
3A2C_A,cidi,1,,0.368561924,0.90057373,0.978128035,12.47905903,38.37881304,11.78941727,8.502959251,0.976050953,1
3A4P_A,codi,0.745,,0.895293832,0.888542116,0.495120045,106.4910496,83.28894494,14.68319416,12.91541672,0.576112567,1
3A60_A,cidi,1,,0.884356141,0.936640263,0.993034155,15.88406598,42.36139626,10.37120056,8.313605309,0.992728091,1
3A61_A,cidi,0.997,,0.922618747,0.924441099,0.962829627,54.2706128,20.71270939,10.44944,8.308608055,0.999934567,1
3A62_A,cidi,1,,0.934594393,0.935064197,0.987819796,28.39512643,25.84683808,10.87386513,8.339114189,0.993546701,1
3A7F_A,cidi,0.998,,0.470695794,0.932997823,0.973107821,33.43486705,26.50335562,12.02026272,8.30698204,0.994144993,1
3A7G_A,cidi,0.984,,0.866459191,0.793380916,0.905575671,40.28616988,14.27518361,12.59851837,7.236875057,0.956858768,1
3A7H_A,cidi,0.964,,0.877763391,0.848437667,0.864580435,34.09804429,11.0856023,12.39035892,6.840651512,0.915666385,1
3A7I_A,cidi,1,,0.911804497,0.933047056,0.96655885,28.75202915,25.57621289,11.25273037,7.703248501,0.983448898,1
3A7J_A,cidi,0.999,,0.893154323,0.938003302,0.955534708,22.82720071,28.85301057,11.21633911,7.278740883,0.973526381,1
3A8W_A,cidi,0.999,,0.914585173,0.896604359,0.93406544,34.56125309,37.64250389,10.99156094,8.660587311,0.978354569,1
3A8X_A,cidi,1,,0.931761563,0.906673312,0.98830858,36.35967605,22.47539431,11.35207176,8.273667336,0.983814831,1
3A99_A,cidi,1,,0.952924848,0.913219988,0.978430352,39.12744409,20.6606876,11.1998148,7.796495438,0.977872251,1
3AC1_A,cidi,1,,0.929980636,0.934060216,0.909405344,41.62191546,18.95912808,11.11920929,8.21905899,0.958630399,1
3AC2_A,cidi,1,,0.919679403,0.936746836,0.912011952,36.67665179,18.68048381,11.22486305,8.098151207,0.955336904,1
3AC3_A,cidi,1,,0.93307215,0.936528742,0.938248815,50.90515069,19.82544711,11.17244625,7.992878437,0.979866923,1
3AC4_A,cidi,1,,0.90884769,0.935837924,0.936021587,40.55698655,24.16525358,11.24002457,8.128538132,0.978333772,1
