V1,V2,weight,V4
MFQ,FAP,1.8642,co-in
QQ2,FAP,1.8402,co-in
FBL,FAP,1.8858,co-in
HDY,FAP,1.5804,co-in
PO5,FAP,1.3878,co-in
HDY,FBL,1.554,co-in
FCP,FBL,1.8858,co-in
QQ2,FBL,1.7166,co-in
MFP,FBL,1.5258,co-in
MFQ,FBL,1.5258,co-in
NHI,FBL,1.392,co-in
MFP,FCP,1.8642,co-in
MFQ,FCP,1.8642,co-in
QQ2,FCP,1.8402,co-in
HDY,FCP,1.5804,co-in
PO5,FCP,1.3878,co-in
IXM,FEF,2.1918,ci-in
INR,FEF,1.5558,ci-in
IRB,FEF,1.7586,ci-in
RYU,FEF,1.3962,ci-in
ZS2,FF1,2.4252,ci-in
KZQ,FF1,2.043,ci-in
FH5,FH3,2.5308,ci-in
NL4,FH3,1.6062,ci-in
X6D,FH3,1.4382,ci-in
NL4,FH5,1.6044,nonspecific
X6D,FH5,1.434,nonspecific
G6G,FI3,1.3848,ci-in
FSS,FI3,1.3884,ci-in
LHL,FI3,1.4304,ci-in
FL4,FI4,1.7892,ci-in
FKN,FI4,1.7394,ci-in
FML,FI4,1.5672,ci-in
XI2,FI4,1.5672,ci-in
FLZ,FKL,1.872,ci-in
P40,FKL,1.7034,ci-in
LHJ,FKL,1.8174,ci-in
FPX,FKL,1.8282,ci-in
NQB,FKL,1.4922,ci-in
O43,FKL,1.4424,ci-in
JIN,FKL,1.6284,ci-in
P37,FKL,1.4814,ci-in
P16,FKL,1.6254,ci-in
P17,FKL,1.5672,ci-in
T1Q,FKL,1.563,ci-in
R78,FKL,1.4136,ci-in
FLY,FKL,1.383,ci-in
IBI,FKL,1.4136,ci-in
FLW,FKL,1.4814,ci-in
XR1,FKL,1.4772,ci-in
LQQ,FKL,1.4274,ci-in
FL4,FKN,2.0298,ci-in
FML,FKN,1.74,ci-in
XI2,FKN,1.74,ci-in
FML,FL4,1.6248,ci-in
XI2,FL4,1.6248,ci-in
FLY,FLS,2.4534,ci-in
FMK,FLS,2.2992,ci-in
FLW,FLS,2.3166,ci-in
FML,FLS,1.575,ci-in
XI2,FLS,1.575,ci-in
FLZ,FLS,1.8366,ci-in
T1Q,FLS,1.554,ci-in
JIN,FLS,1.4118,ci-in
FLY,FLW,2.4846,ci-in
FMK,FLW,2.2386,ci-in
FLZ,FLW,2.0526,ci-in
T1Q,FLW,1.5342,ci-in
JIN,FLW,1.422,ci-in
P16,FLW,1.4952,ci-in
IZG,FLW,1.3878,ci-in
FMK,FLY,2.3874,ci-in
FLZ,FLY,1.9806,ci-in
JIN,FLY,1.5798,ci-in
MT4,FLY,1.473,ci-in
P17,FLY,1.4796,ci-in
P16,FLY,1.4616,ci-in
FPX,FLY,1.4538,ci-in
FMK,FLZ,1.791,ci-in
P17,FLZ,1.3794,ci-in
JIN,FLZ,1.3878,ci-in
P16,FLZ,1.4112,ci-in
IC1,FMD,1.3902,co-in
SU9,FMD,1.3878,co-in
X2K,FMD,1.3992,co-in
X2M,FMD,1.3842,co-in
VX1,FMJ,1.3896,ci-in
JIN,FMK,1.428,ci-in
T1Q,FMK,1.398,ci-in
P16,FMK,1.3824,ci-in
XI2,FML,3,ci-in
GW7,FMM,1.6338,co-in
W32,FMM,1.4424,co-in
FP3,FNI,1.5936,ci-in
FP4,FP3,1.7634,ci-in
FPW,FPU,1.7862,ci-out
LEV,FPU,1.632,ci-out
MT3,FPU,1.3878,ci-out
MT4,FPU,1.3836,ci-out
MT3,FPW,1.5744,co-in
LEV,FPW,1.4028,co-in
MT4,FPW,1.5144,co-in
MP7,FPW,1.4958,co-in
G17,FPX,1.6998,ci-out
JIN,FPX,1.9746,ci-out
G6I,FPX,1.6704,ci-out
G6H,FPX,1.617,ci-out
P16,FPX,1.8744,ci-out
MUH,FPX,1.5576,ci-out
P17,FPX,1.8636,ci-out
LJE,FPX,1.5042,ci-out
NHJ,FPX,1.3998,ci-out
NIL,FPX,1.5186,ci-out
LHJ,FPX,1.5696,ci-out
Q7M,FPX,1.4316,ci-out
XR1,FPX,1.5858,ci-out
T1Q,FPX,1.5144,ci-out
MR9,FPX,1.3902,ci-out
P37,FPX,1.4016,ci-out
IM9,FRT,1.911,co-in
FRV,FRT,2.1738,co-in
I1P,FRT,1.7922,co-in
HDT,FRT,1.5768,co-in
I19,FRT,1.56,co-in
HDT,FRV,1.7118,co-in
I1P,FRV,1.6764,co-in
IM9,FRV,1.6788,co-in
P1E,FRV,1.4472,co-in
I19,FRV,1.4796,co-in
M02,FS9,1.9206,co-in
M01,FS9,1.956,co-in
ZYU,FS9,1.7244,co-in
PD3,FS9,1.3896,co-in
QWI,FS9,1.668,co-in
SIJ,FS9,1.674,co-in
QNI,FS9,1.6968,co-in
FXG,FS9,1.5666,co-in
X39,FS9,1.416,co-in
ZYV,FS9,1.425,co-in
QUE,FSE,2.472,ci-in
MYU,FSE,2.3496,ci-in
KMP,FSE,2.2362,ci-in
MRI,FSE,2.103,ci-in
MYC,FSE,2.2452,ci-in
LU2,FSE,2.0436,ci-in
QCT,FSE,1.728,ci-in
NRA,FSE,1.7118,ci-in
GEN,FSE,1.5978,ci-in
MYF,FSE,1.9176,ci-in
HUL,FSE,1.7256,ci-in
SL0,FSE,1.4796,ci-in
REF,FSE,1.485,ci-in
LHL,FSS,2.703,ci-in
RO6,FSS,1.6236,ci-in
G17,FU9,1.4934,ci-in
NHJ,FU9,1.4604,ci-in
ZIP,FXG,1.5186,ci-out
M01,FXG,1.4976,ci-out
M02,FXG,1.4496,ci-out
FZ9,FZ8,1.752,ci-in
M01,FZ8,1.5606,ci-in
M02,FZ8,1.554,ci-in
QWI,FZ8,1.3956,ci-in
YM6,FZ8,1.398,ci-in
SMY,FZ9,1.4106,ci-in
PJC,FZ9,1.3884,ci-in
M01,FZ9,1.4052,ci-in
M02,FZ9,1.3896,ci-in
GK5,G11,2.1276,ci-in
GK4,G11,1.5084,ci-in
GK6,G11,1.443,ci-in
P40,G11,1.4586,ci-in
I2O,G11,1.4316,ci-in
REF,G12,1.4388,ci-in
P40,G17,1.6026,ci-out
MUH,G17,1.5606,ci-out
G6I,G17,1.4508,ci-out
LJE,G17,1.4436,ci-out
G6H,G17,1.3902,ci-out
R39,G2G,1.782,ci-out
P30,G2G,1.3962,ci-out
KAO,G2G,1.6686,ci-out
Z85,G2G,1.5222,ci-out
Z87,G2G,1.4256,ci-out
L51,G2G,1.5444,ci-out
R48,G2G,1.5108,ci-out
R49,G2G,1.5192,ci-out
SS6,G2G,1.4808,ci-out
K9Y,G2G,1.4772,ci-out
Z84,G2G,1.4952,ci-out
Z83,G2G,1.398,ci-out
Z86,G2G,1.4346,ci-out
G6K,G5K,2.7,ci-in
G7K,G5K,1.4988,ci-in
G6I,G6G,2.2296,ci-out
STI,G6G,2.0184,ci-out
G6H,G6G,2.025,ci-out
MPZ,G6G,1.7892,ci-out
MUH,G6G,1.5732,ci-out
PRC,G6G,1.4394,ci-out
RAJ,G6G,1.563,ci-out
NG2,G6G,1.3932,ci-out
P38,G6G,1.3794,ci-out
P39,G6G,1.3956,ci-out
MR9,G6G,1.425,ci-out
R4L,G6G,1.4664,ci-out
R78,G6G,1.4022,ci-out
L1G,G6G,1.392,ci-out
G6I,G6H,2.6478,nonspecific
MUH,G6H,2.0232,nonspecific
LJE,G6H,1.6608,nonspecific
RAJ,G6H,1.5966,nonspecific
PRC,G6H,1.521,nonspecific
NIL,G6H,1.4784,nonspecific
JK2,G6H,1.434,nonspecific
MR9,G6H,1.4592,nonspecific
NHJ,G6H,1.389,nonspecific
ZZG,G6H,1.392,nonspecific
MUH,G6I,2.1426,ci-out
LJE,G6I,1.7022,ci-out
RAJ,G6I,1.6458,ci-out
IHZ,G6I,1.4124,ci-out
PRC,G6I,1.587,ci-out
NIL,G6I,1.533,ci-out
NHJ,G6I,1.488,ci-out
STI,G6I,1.4292,ci-out
MR9,G6I,1.4454,ci-out
LJF,G6I,1.4496,ci-out
G7K,G6K,1.5252,nonspecific
NG7,G6K,1.3974,nonspecific
SQ9,G6T,2.43,ci-in
N76,G6T,1.9398,ci-in
JYM,G6T,1.5648,ci-in
N69,G6T,1.5636,ci-in
NW1,G6T,1.416,ci-in
NU6,G6T,1.4946,ci-in
N41,G6T,1.461,ci-in
NU5,G6T,1.5486,ci-in
N20,G6T,1.4442,ci-in
G96,G93,2.0154,ci-in
VUP,G93,1.569,ci-in
Z21,G93,1.4676,ci-in
G98,G93,1.6284,ci-in
ZO9,G93,1.3824,ci-in
G98,G96,1.908,ci-in
VUP,G96,1.6614,ci-in
Z21,G96,1.5516,ci-in
ZO9,G96,1.3986,ci-in
RBS,G97,1.6632,nonspecific
QPP,G97,1.9542,nonspecific
IRG,G97,1.4892,nonspecific
QIG,G97,1.53,nonspecific
IHH,G97,1.3866,nonspecific
L1G,G9B,1.53,ci-in
L3G,G9B,1.482,ci-in
L2G,G9B,1.4712,ci-in
SVE,G9B,1.3902,ci-in
MH4,G9B,1.404,ci-in
P48,G9B,1.3854,ci-in
GTP,GDP,2.9568,nonspecific
GNP,GDP,2.6934,nonspecific
M33,GDP,2.2752,nonspecific
NBS,GDP,2.1522,nonspecific
GUB,GDP,1.641,nonspecific
SGV,GDP,1.5612,nonspecific
RFZ,GDP,1.4424,nonspecific
KMP,GEN,1.9752,ci-in
MRI,GEN,1.8648,ci-in
QUE,GEN,1.821,ci-in
MYC,GEN,1.7742,ci-in
NRA,GEN,1.8246,ci-in
LU2,GEN,1.8366,ci-in
MYF,GEN,1.8138,ci-in
SL0,GEN,1.4142,ci-in
QCT,GEN,1.4364,ci-in
HUL,GEN,1.6374,ci-in
MYU,GEN,1.599,ci-in
I46,GG5,2.3664,ci-in
LL1,GG5,1.455,ci-in
GVG,GG5,1.461,ci-in
VVT,GG5,1.7142,ci-in
PY1,GG5,1.5156,ci-in
JUP,GGY,2.4264,nonspecific
VGM,GGY,1.3854,nonspecific
WTI,GGY,1.4628,nonspecific
LIF,GIG,1.5282,ci-out
KIN,GIG,1.6146,ci-out
X76,GIN,1.4424,ci-out
GK4,GK3,2.0022,ci-in
GK5,GK4,1.8072,ci-in
GK6,GK4,1.4658,ci-in
GK6,GK5,1.6074,ci-in
I2O,GK5,1.6356,ci-in
P40,GK5,1.587,ci-in
KQ7,GK6,1.8102,ci-out
P38,GK6,1.5504,ci-out
P40,GK6,1.4754,ci-out
P39,GK6,1.4154,ci-out
Z4K,GLC,1.7844,nonspecific
PDX,GLC,1.6764,nonspecific
HSJ,GLC,1.962,nonspecific
MMG,GMG,2.2278,nonspecific
P3Y,GMG,1.4256,nonspecific
GTP,GNP,2.661,ci-in
M33,GNP,2.163,ci-in
NBS,GNP,2.0328,ci-in
GUB,GNP,1.611,ci-in
SGV,GNP,1.5264,ci-in
RFZ,GNP,1.3896,ci-in
SGM,GOL,1.9152,ci-in
PGO,GOL,2.0046,ci-in
KDI,GR9,2.2302,ci-in
GS7,GS2,1.968,co-in
GS3,GS2,1.9932,co-in
KQQ,GS2,1.8102,co-in
YY3,GS2,1.4778,co-in
R4L,GS2,1.4916,co-in
L1G,GS2,1.3872,co-in
R78,GS2,1.3944,co-in
VG8,GS2,1.4802,co-in
L2G,GS2,1.3824,co-in
SVE,GS2,1.4112,co-in
GS7,GS3,2.1504,omega
S22,GS3,1.575,omega
KQQ,GS3,1.7916,omega
KGW,GS3,1.5966,omega
GUI,GS3,1.5438,omega
VG8,GS3,1.6122,omega
KZM,GS3,1.3818,omega
R4L,GS3,1.5198,omega
IBI,GS3,1.4364,omega
R78,GS3,1.4358,omega
ZTX,GS3,1.3986,omega
SVE,GS3,1.3974,omega
KQQ,GS7,1.6464,ci-in
S22,GS7,1.4028,ci-in
VG8,GS7,1.386,ci-in
M33,GTP,2.2512,nonspecific
NBS,GTP,2.1354,nonspecific
GUB,GTP,1.6326,nonspecific
SGV,GTP,1.554,nonspecific
RFZ,GTP,1.434,nonspecific
NBS,GUB,2.178,ci-in
SGV,GUB,1.764,ci-in
RFZ,GUB,1.62,ci-in
M33,GUB,1.8534,ci-in
OLO,GUB,1.4274,ci-in
I17,GUB,1.4052,ci-in
RRC,GUB,1.3806,ci-in
VG8,GUI,1.761,ci-in
S22,GUI,1.9074,ci-in
R4L,GUI,1.5654,ci-in
KGW,GUI,1.4076,ci-in
IBI,GUI,1.4082,ci-in
R78,GUI,1.3968,ci-in
IHH,GVD,2.1402,ci-in
REB,GVD,1.6578,ci-in
QPP,GVD,1.5642,ci-in
L15,GVG,2.0316,ci-in
H3R,GVG,1.6674,ci-in
I46,GVG,1.4022,ci-in
XU1,GVH,1.3992,ci-in
GVJ,GVI,2.157,ci-in
GVK,GVI,1.7958,ci-in
ZIP,GVI,1.3926,ci-in
GVK,GVJ,1.734,ci-in
GVP,GVK,1.8138,ci-in
QNI,GVK,1.386,ci-in
M02,GVK,1.3776,ci-in
GVO,GVN,3,ci-in
GVQ,GVN,1.7808,ci-in
GVP,GVN,1.8096,ci-in
L15,GVN,1.473,ci-in
GVQ,GVO,1.7808,ci-in
GVP,GVO,1.8096,ci-in
L15,GVO,1.473,ci-in
MPZ,GW8,1.4226,omega
STI,GW8,1.3866,omega
IPV,GW8,1.5048,omega
OFG,GWH,1.7076,ci-in
VGH,GWH,1.4262,ci-in
H9K,H0K,2.3874,ci-in
HK1,H0K,2.0538,ci-in
LIG,H0K,1.884,ci-in
H8K,H0K,1.6938,ci-in
HK5,H0K,1.5852,ci-in
H7K,H0K,1.461,ci-in
HKC,H0K,1.6608,ci-in
HK4,H0K,1.488,ci-in
H2K,H1K,1.5978,ci-in
ZOP,H1N,1.4322,ci-in
H4K,H2K,1.4844,ci-in
H3K,H2K,1.5624,ci-in
H5K,H2K,1.4868,ci-in
H4K,H3K,1.4808,ci-in
H5K,H3K,1.497,ci-in
LL1,H3R,1.4352,ci-in
H5K,H4K,2.0832,ci-in
H6K,H4K,1.8672,ci-in
IQP,H52,2.1816,ci-in
M77,H52,1.9896,ci-in
HFS,H52,1.6734,ci-in
IQS,H52,1.5126,ci-in
IQU,H52,1.4376,ci-in
I5S,H52,1.4358,ci-in
IQB,H52,1.4394,ci-in
H6K,H5K,1.6896,ci-in
H8K,H7K,2.1198,ci-in
H9K,H7K,1.4292,ci-in
HK1,H7K,1.4646,ci-in
XZN,H8H,1.4184,nonspecific
H9K,H8K,1.6956,ci-in
HK1,H8K,1.5192,ci-in
LIG,H8K,1.524,ci-in
HK5,H8K,1.4274,ci-in
HKC,H8K,1.3782,ci-in
HK1,H9K,2.2662,ci-in
LIG,H9K,2.0436,ci-in
HKC,H9K,1.8318,ci-in
HK5,H9K,1.5684,ci-in
HK4,H9K,1.572,ci-in
XIZ,HC4,1.6716,co-in
ZAT,HCW,1.911,ci-in
YCF,HCW,1.7004,ci-in
I1P,HDT,1.7658,co-in
JNO,HDT,1.5744,co-in
JNF,HDT,1.5612,co-in
HDU,HDT,1.5324,co-in
HDY,HDT,1.5408,co-in
LZ4,HDT,1.5066,co-in
U55,HDT,1.4862,co-in
U32,HDT,1.422,co-in
PQC,HDT,1.398,co-in
HDY,HDU,1.8702,co-in
JNO,HDU,1.6578,co-in
JNF,HDU,1.5774,co-in
PO5,HDY,1.638,co-in
MFP,HDY,1.3872,co-in
MFQ,HDY,1.3872,co-in
QQ2,HDY,1.3788,co-in
JNO,HDY,1.4166,co-in
M77,HFS,2.3184,ci-in
IQP,HFS,1.7598,ci-in
IQU,HFS,1.494,ci-in
IQS,HFS,1.5048,ci-in
IQB,HFS,1.4466,ci-in
I5S,HFS,1.4334,ci-in
P4O,HGF,1.5498,ci-in
UNX,HG,1.3998,co-in
Z85,HIZ,1.395,ci-out
HK9,HK0,1.6488,ci-in
HKC,HK1,2.3178,ci-in
HK4,HK1,2.0898,ci-in
HK5,HK1,1.845,ci-in
LIG,HK1,1.7478,ci-in
HKC,HK4,1.8216,ci-in
HK5,HK4,1.5546,ci-in
HKC,HK5,1.7022,ci-in
LIG,HK5,1.4856,ci-in
HK8,HK6,2.0448,ci-in
HK7,HK6,1.7814,ci-in
HK9,HK6,1.5528,ci-in
HK9,HK7,1.9734,ci-in
HK8,HK7,1.5756,ci-in
HK9,HK8,1.5474,ci-in
LIG,HKC,1.5354,ci-in
XZN,HKI,1.725,nonspecific
W2P,HKI,1.4124,nonspecific
TXQ,HNA,1.6092,ci-in
MNY,HNA,1.6944,ci-in
MIX,HNA,1.413,ci-in
MSQ,HPM,1.5372,co-out
XZN,HPM,1.383,co-out
YJA,HPM,1.4034,co-out
KSR,HRM,1.3872,ci-in
Z4K,HSJ,1.3902,ci-in
LU2,HUL,2.0886,ci-in
MYF,HUL,2.0802,ci-in
KMP,HUL,1.9518,ci-in
MYU,HUL,1.8954,ci-in
QUE,HUL,1.839,ci-in
MRI,HUL,1.7994,ci-in
SL0,HUL,1.5342,ci-in
MYC,HUL,1.8066,ci-in
NRA,HUL,1.65,ci-in
QCT,HUL,1.5636,ci-in
WUL,HY7,2.4282,ci-in
R9P,HY7,1.7106,ci-in
LYG,HY7,1.4046,ci-in
POX,HYZ,2.0334,co-in
I04,I01,2.4,ci-in
I05,I01,2.6466,ci-in
I08,I01,2.2722,ci-in
R68,I01,1.8408,ci-in
R69,I01,1.6674,ci-in
R94,I01,1.6098,ci-in
R55,I01,1.5744,ci-in
R96,I01,1.5606,ci-in
I05,I04,2.3856,ci-in
I08,I04,2.4354,ci-in
R68,I04,2.1294,ci-in
R69,I04,2.0382,ci-in
R94,I04,1.9518,ci-in
R55,I04,1.8936,ci-in
R96,I04,1.8684,ci-in
I08,I05,2.2524,ci-in
R68,I05,1.8354,ci-in
R69,I05,1.6788,ci-in
R94,I05,1.6212,ci-in
R55,I05,1.5846,ci-in
R96,I05,1.5714,ci-in
R68,I08,1.8396,ci-in
R69,I08,1.6914,ci-in
R94,I08,1.6326,ci-in
R55,I08,1.6008,ci-in
R96,I08,1.5918,ci-in
OLO,I17,1.914,co-in
RRC,I17,1.9644,co-in
RC8,I17,1.7886,co-in
SLQ,I17,1.7886,co-in
NBS,I17,1.4166,co-in
VRZ,I17,1.4448,co-in
P01,I17,1.4694,co-in
PVB,I17,1.4034,co-in
M02,I17,1.458,co-in
M01,I17,1.4058,co-in
IM9,I19,1.7682,co-in
P48,I19,1.4022,co-in
MH4,I19,1.3896,co-in
PY1,I46,1.5804,nonspecific
VVT,I46,1.4958,nonspecific
IQS,I5S,2.115,ci-in
IQU,I5S,2.0766,ci-in
IQB,I5S,2.0718,ci-in
M77,I5S,1.7124,ci-in
IQP,I5S,1.6926,ci-in
KS5,I76,2.1132,nonspecific
UWA,I76,2.1438,nonspecific
UW9,I76,2.0136,nonspecific
V68,I76,1.9836,nonspecific
PD5,I76,1.8726,nonspecific
UWB,I76,1.9332,nonspecific
VSH,I76,1.842,nonspecific
VSP,I76,1.4382,nonspecific
KS4,I76,1.8264,nonspecific
VGG,I76,1.4466,nonspecific
PP1,I76,1.833,nonspecific
KS1,I76,1.6164,nonspecific
L1G,I76,1.485,nonspecific
L2G,I76,1.4634,nonspecific
L3G,I76,1.491,nonspecific
P4O,I85,1.4994,ci-in
L8I,I85,1.4934,ci-in
KSM,IAQ,1.6416,co-in
KSL,IAQ,1.413,co-in
R78,IBI,2.4492,ci-in
R4L,IBI,1.8336,ci-in
SVE,IBI,1.6248,ci-in
VG8,IBI,1.4922,ci-in
ZTX,IBI,1.4976,ci-in
L1G,IBI,1.4568,ci-in
L2G,IBI,1.4844,ci-in
L3G,IBI,1.4022,ci-in
KQQ,IBI,1.4682,ci-in
X2M,IC1,1.7202,ci-in
X2L,IC1,1.9698,ci-in
SU9,IC1,1.7334,ci-in
SU1,IC1,1.4724,ci-in
SU6,IC1,1.473,ci-in
X2K,IC1,1.4796,ci-in
IDV,IDK,2.322,ci-in
OFI,IDK,1.6914,ci-in
OFI,IDV,1.6944,ci-in
L0D,IDZ,1.9908,ci-in
LL1,IDZ,1.7118,ci-in
JNZ,IDZ,1.5792,ci-in
L0F,IDZ,1.5036,ci-in
N13,IDZ,1.5702,ci-in
N15,IDZ,1.5606,ci-in
LZ1,IDZ,1.4136,ci-in
IE6,IE4,1.8768,ci-in
IQU,IE6,1.3878,ci-in
NIL,IFC,1.7088,ci-out
N17,IFC,1.5498,ci-out
MUH,IFC,1.3998,ci-out
REB,IHH,2.2476,ci-in
QPP,IHH,1.6206,ci-in
MUH,IHZ,1.5552,ci-out
NHJ,IHZ,1.5474,ci-out
NIL,IHZ,1.515,ci-out
RAJ,IHZ,1.4184,ci-out
PRC,IHZ,1.4058,ci-out
O19,IM9,1.4994,co-in
T95,IM9,1.4028,co-in
MH4,IM9,1.4748,co-in
P48,IM9,1.4136,co-in
IXM,INR,1.7634,ci-in
RYU,INR,1.7868,ci-in
LS1,INR,1.5672,ci-in
LS5,INR,1.5438,ci-in
IRB,INR,1.5366,ci-in
LS4,INR,1.5144,ci-in
K88,INR,1.3872,ci-in
PGO,IPA,1.5696,ci-in
SBT,IPA,1.7028,ci-in
XYW,IPV,1.4556,ci-in
VGH,IPW,1.5588,ci-in
Q6W,IPW,1.5978,ci-in
M61,IPW,1.4214,ci-in
IQS,IQB,2.1738,ci-in
IQU,IQB,2.1378,ci-in
M77,IQB,1.7622,ci-in
IQP,IQB,1.7166,ci-in
M77,IQP,2.2746,ci-in
IQS,IQP,1.9266,ci-in
IQU,IQP,1.842,ci-in
IQU,IQS,2.5896,ci-in
M77,IQS,1.9128,ci-in
M77,IQU,1.9056,ci-in
IXM,IRB,2.1132,ci-in
ZD6,IRE,1.9716,ci-in
XZN,IRE,1.4706,ci-in
LWH,IRG,1.5246,ci-in
QPP,IRG,1.4892,ci-in
Q17,IRG,1.7082,ci-in
STU,ITQ,2.2026,ci-in
UCN,ITQ,2.1726,ci-in
XDR,ITQ,1.9368,ci-in
KSA,ITQ,1.7856,ci-in
VIN,ITQ,1.6098,ci-in
UCM,ITQ,1.4958,ci-in
L3G,ITQ,1.4238,ci-in
L1G,ITQ,1.4022,ci-in
L2G,ITQ,1.4166,ci-in
OSV,ITQ,1.4388,ci-in
J99,IV7,2.6334,ci-in
KVC,IV7,1.8486,ci-in
OFG,IV7,1.4466,ci-in
LQQ,IXH,1.68,ci-out
ZTX,IXH,1.4634,ci-out
P48,IXH,1.4124,ci-out
MH4,IXH,1.44,ci-out
XR1,IXH,1.437,ci-out
R4L,IXH,1.3842,ci-out
NQB,IXH,1.383,ci-out
LI7,IXM,1.4688,ci-in
IZZ,IYZ,1.8402,ci-in
O43,IYZ,1.7076,ci-in
VX2,IYZ,1.4124,ci-in
O43,IZZ,1.4472,ci-in
JNO,J07,1.4376,ci-in
SU6,J60,1.7172,nonspecific
PFY,J60,1.7898,nonspecific
X2K,J60,1.5996,nonspecific
X2M,J60,1.5876,nonspecific
SU1,J60,1.557,nonspecific
K88,J60,1.4232,nonspecific
ZOP,J60,1.392,nonspecific
J88,J67,2.4318,ci-in
J72,J67,2.3886,ci-in
J88,J72,2.4486,ci-in
KVC,J99,1.8324,ci-in
LHJ,J99,1.4226,ci-in
L1G,J99,1.3938,ci-in
LID,JBI,1.7898,ci-in
LIE,JBI,1.7982,ci-in
KBI,JBI,1.7952,ci-in
P17,JIN,2.4408,ci-out
P16,JIN,2.4378,ci-out
T1Q,JIN,1.6218,ci-out
XR1,JIN,1.7658,ci-out
LHJ,JIN,1.4256,ci-out
MT4,JIN,1.4322,ci-out
L1X,JK2,1.455,nonspecific
VX1,JMZ,1.4064,ci-in
JNZ,JMZ,1.6806,ci-in
YSO,JMZ,1.4628,ci-in
JNO,JNF,1.9242,ci-in
LL1,JNZ,1.5648,ci-in
Z19,JNZ,1.5804,ci-in
YSO,JNZ,1.929,ci-in
LZ1,JNZ,1.6638,ci-in
XU1,JPZ,1.6398,ci-in
Z0W,JPZ,1.4304,ci-in
LWG,JPZ,1.4184,ci-in
WCX,JUP,1.56,ci-out
WGZ,JUP,1.485,ci-out
WTI,JUP,1.4106,ci-out
X66,JWS,2.403,co-in
X06,JWS,2.0208,co-in
X67,JWS,2.0436,co-in
X11,JWS,2.1276,co-in
X0A,JWS,1.692,co-in
X01,JWS,1.7664,co-in
N69,JYM,2.2902,ci-in
NW1,JYM,1.5996,ci-in
SQ9,JYM,1.4916,ci-in
UN4,JYM,1.7256,ci-in
N20,JYM,1.7598,ci-in
N41,JYM,1.737,ci-in
N76,JYM,1.5732,ci-in
NU6,JYM,1.6962,ci-in
NU5,JYM,1.4604,ci-in
MBP,JYM,1.4418,ci-in
MR9,K11,1.6584,ci-out
LJE,K11,1.5972,ci-out
LJF,K11,1.4574,ci-out
K8X,K17,1.4652,ci-in
TBS,K17,1.584,ci-in
K25,K17,1.7034,ci-in
K37,K17,1.8084,ci-in
K22,K17,1.806,ci-in
K32,K17,1.7706,ci-in
K32,K22,1.9074,ci-in
K25,K22,1.5414,ci-in
K37,K22,1.7442,ci-in
K37,K25,1.8282,ci-in
K32,K25,1.5438,ci-in
K66,K25,1.5144,ci-in
K44,K25,1.4604,ci-in
K37,K32,1.5702,ci-in
K74,K37,1.4676,ci-in
K74,K44,1.395,ci-in
K66,K44,1.731,ci-in
K68,K44,1.4004,ci-in
K68,K66,1.9296,ci-in
K74,K66,1.4658,ci-in
K74,K68,1.4634,ci-in
TBS,K6X,1.5642,ci-in
SU9,K88,1.3782,ci-in
X2K,K88,1.4922,ci-in
X2M,K88,1.5012,ci-in
LS1,K88,1.4178,ci-in
PFY,K88,1.6104,ci-in
SU6,K88,1.515,ci-in
RYU,K88,1.4784,ci-in
SU1,K88,1.4352,ci-in
KAO,K9Y,2.052,ci-out
R48,K9Y,2.0316,ci-out
Z87,K9Y,1.9044,ci-out
R39,K9Y,1.8324,ci-out
L51,K9Y,1.9716,ci-out
R49,K9Y,1.9536,ci-out
SS6,K9Y,1.9464,ci-out
Z83,K9Y,1.7106,ci-out
Z85,K9Y,1.6698,ci-out
Z84,K9Y,1.677,ci-out
N58,K9Y,1.479,ci-out
N61,K9Y,1.4544,ci-out
PD5,K9Y,1.4886,ci-out
Z86,K9Y,1.563,ci-out
YIW,K9Y,1.5984,ci-out
Q7M,K9Y,1.4682,ci-out
YIS,K9Y,1.425,ci-out
Z87,KAO,2.1348,ci-out
R39,KAO,2.0106,ci-out
L51,KAO,2.0628,ci-out
R48,KAO,1.9896,ci-out
R49,KAO,2.0352,ci-out
N58,KAO,1.677,ci-out
N61,KAO,1.6464,ci-out
Z84,KAO,1.8474,ci-out
Z83,KAO,1.896,ci-out
Z85,KAO,1.8168,ci-out
SS6,KAO,1.8828,ci-out
Z86,KAO,1.6824,ci-out
L09,KAO,1.4256,ci-out
YIW,KAO,1.6086,ci-out
YIS,KAO,1.407,ci-out
YIY,KAO,1.4076,ci-out
L10,KAO,1.3866,ci-out
LID,KBI,1.5606,ci-in
LIE,KBI,1.4688,ci-in
UNJ,KBM,1.4298,ci-in
UNE,KBM,1.3884,ci-in
NMM,KCX,1.7478,co-in
ORN,KCX,1.8006,co-in
MSE,KCX,1.383,co-in
UNK,KCX,1.4184,co-in
R4L,KGW,1.4316,ci-in
VG8,KGW,1.4934,ci-in
ZTX,KGW,1.4022,ci-in
SAV,KIM,2.391,ci-in
T2A,KIM,1.4814,ci-in
SR8,KIN,1.6452,ci-out
N61,KIN,1.5792,ci-out
LJE,KIN,1.5138,ci-out
N17,KIN,1.446,ci-out
LQ5,KIN,1.4754,ci-out
KJV,KJ8,2.8668,ci-in
KJR,KJ8,2.5812,ci-in
KJQ,KJ8,2.3418,ci-in
PFQ,KJ8,2.0094,ci-in
PFP,KJ8,1.8918,ci-in
WPH,KJ8,1.6782,ci-in
LIF,KJ8,1.5588,ci-in
YPH,KJ8,1.5126,ci-in
KJR,KJQ,2.583,ci-in
