V1,V2,weight,V4
0UJ,0NL,1.494,ci-in
79T,0NL,1.4556,ci-in
79R,0NL,1.4316,ci-in
79S,0NL,1.437,ci-in
1RS,0NT,2.0196,ci-in
0NU,0NT,2.0052,ci-in
0NV,0NT,1.9926,ci-in
C5I,0NT,1.5822,ci-in
1J5,0NT,1.6206,ci-in
1J6,0NT,1.6002,ci-in
JAK,0NT,1.7562,ci-in
15T,0NT,1.5846,ci-in
79T,0NT,1.5456,ci-in
79S,0NT,1.5444,ci-in
0UJ,0NT,1.4436,ci-in
79R,0NT,1.518,ci-in
MI1,0NT,1.3506,ci-in
C5I,0NU,2.2008,ci-in
1RS,0NU,1.9782,ci-in
0NV,0NU,1.9788,ci-in
MI1,0NU,1.5432,ci-in
1J6,0NU,1.6722,ci-in
15T,0NU,1.6542,ci-in
1J5,0NU,1.6278,ci-in
79T,0NU,1.5888,ci-in
JAK,0NU,1.6722,ci-in
79S,0NU,1.5714,ci-in
79R,0NU,1.5108,ci-in
0UJ,0NU,1.4652,ci-in
5X4,0NU,1.3644,ci-in
1RS,0NV,2.358,ci-in
JAK,0NV,1.923,ci-in
1J6,0NV,1.644,ci-in
C5I,0NV,1.5156,ci-in
1J5,0NV,1.6212,ci-in
15T,0NV,1.6284,ci-in
0UJ,0NV,1.4952,ci-in
IQO,0NV,1.5366,ci-in
79T,0NV,1.3794,ci-in
6J9,0NV,1.386,ci-in
79S,0NV,1.3644,ci-in
3X7,0NV,1.455,ci-in
0PF,0O7,2.2716,omega
1BQ,0O7,1.9266,omega
1BR,0O7,1.8666,omega
6MV,0OK,1.4508,ci-in
JPZ,0OK,1.5438,ci-in
NQB,0OK,1.4724,ci-in
2V2,0OK,1.383,ci-in
AAV,0OK,1.3704,ci-in
QC0,0OK,1.4112,ci-in
C52,0OK,1.3968,ci-in
3WJ,0OK,1.3536,ci-in
NIO,0OM,1.8486,nonspecific
PZX,0OM,1.6356,nonspecific
0ON,0OM,1.3854,nonspecific
NIO,0ON,1.4874,omega
PRC,0ON,1.503,omega
LZ5,0ON,1.4232,omega
XU2,0ON,1.3794,omega
LKB,0ON,1.3866,omega
X76,0ON,1.521,omega
608,0ON,1.4106,omega
8ST,0ON,1.3938,omega
0OP,0OO,1.9614,omega
BPK,0OP,1.449,omega
620,0OP,1.4046,omega
0SJ,0OQ,2.5464,ci-in
1BR,0PF,2.0658,omega
1BQ,0PF,1.8336,omega
JAK,0Q2,1.4172,ci-in
1J5,0Q2,1.3746,ci-in
1J6,0Q2,1.362,ci-in
15T,0Q2,1.3512,ci-in
6S1,0R4,1.8888,nonspecific
4VD,0R4,1.3638,nonspecific
831,0R4,1.4022,nonspecific
QRX,0R4,1.3512,nonspecific
4P4,0R4,1.371,nonspecific
Q7M,0R4,1.4712,nonspecific
G9B,0R4,1.4484,nonspecific
FPX,0R4,1.3722,nonspecific
NIL,0R4,1.3608,nonspecific
3Z3,0R4,1.3668,nonspecific
5WH,0R4,1.407,nonspecific
5VS,0R4,1.3722,nonspecific
XM1,0RF,1.4442,ci-in
SMY,0RF,1.461,ci-in
0XZ,0RF,1.3536,ci-in
JNZ,0RW,1.554,ci-in
IDZ,0RW,1.3872,ci-in
H3R,0RW,1.3668,ci-in
LL1,0RW,1.458,ci-in
Z19,0RW,1.4514,ci-in
LZ1,0RW,1.767,ci-in
GK6,0RX,1.7832,ci-in
N17,0RX,1.4922,ci-in
AA0,0RX,1.5864,ci-in
KQ7,0RX,1.6326,ci-in
AQZ,0RX,1.5834,ci-in
P38,0RX,1.398,ci-in
SR8,0RX,1.3872,ci-in
WBT,0RX,1.3902,ci-in
3O4,0RX,1.4424,ci-in
LI2,0RX,1.3782,ci-in
608,0RX,1.4328,ci-in
LI3,0RX,1.386,ci-in
106,0S0,1.3962,co-in
0S9,0S7,1.866,ci-in
0S8,0S7,1.6908,ci-in
AZ5,0S7,1.5816,ci-in
4T5,0S7,1.4502,ci-in
0S9,0S8,2.4,ci-in
AZ5,0S9,1.365,ci-in
50E,0SB,1.4904,ci-in
0SV,0SO,2.469,ci-out
0SU,0SO,2.4402,ci-out
0SR,0SO,2.3274,ci-out
0ST,0SO,2.2554,ci-out
0SS,0SO,2.2344,ci-out
0SQ,0SO,2.1156,ci-out
Z87,0SO,1.9356,ci-out
KAO,0SO,1.878,ci-out
R39,0SO,1.9098,ci-out
0YH,0SO,1.7712,ci-out
Z85,0SO,1.8402,ci-out
0YJ,0SO,1.7028,ci-out
Z84,0SO,1.8162,ci-out
K9Y,0SO,1.6872,ci-out
437,0SO,1.8612,ci-out
B96,0SO,1.803,ci-out
Z83,0SO,1.8516,ci-out
1PP,0SO,1.7622,ci-out
DG7,0SO,1.7754,ci-out
R48,0SO,1.677,ci-out
1AW,0SO,1.8012,ci-out
L51,0SO,1.7178,ci-out
1AU,0SO,1.716,ci-out
Z86,0SO,1.7544,ci-out
YIW,0SO,1.581,ci-out
1BU,0SO,1.5882,ci-out
R49,0SO,1.6302,ci-out
SS6,0SO,1.5798,ci-out
9DP,0SO,1.6236,ci-out
AQU,0SO,1.5654,ci-out
YIS,0SO,1.4724,ci-out
919,0SO,1.5168,ci-out
AQB,0SO,1.56,ci-out
AQM,0SO,1.5186,ci-out
4JZ,0SO,1.377,ci-out
0SU,0SQ,2.3094,nonspecific
0SV,0SQ,2.2326,nonspecific
Z87,0SQ,2.2728,nonspecific
0ST,0SQ,2.0916,nonspecific
KAO,0SQ,2.19,nonspecific
0SS,0SQ,2.0796,nonspecific
0SR,0SQ,2.0628,nonspecific
K9Y,0SQ,1.938,nonspecific
0YH,0SQ,1.9188,nonspecific
1AW,0SQ,2.1726,nonspecific
R48,0SQ,1.9032,nonspecific
1PP,0SQ,2.0364,nonspecific
L51,0SQ,1.9632,nonspecific
0YJ,0SQ,1.8318,nonspecific
R39,0SQ,1.908,nonspecific
437,0SQ,2.0352,nonspecific
Z83,0SQ,1.9734,nonspecific
Z85,0SQ,1.8516,nonspecific
1AU,0SQ,2.0418,nonspecific
Z84,0SQ,1.824,nonspecific
B96,0SQ,1.7616,nonspecific
DG7,0SQ,1.7748,nonspecific
1BU,0SQ,1.8156,nonspecific
R49,0SQ,1.878,nonspecific
SS6,0SQ,1.7844,nonspecific
BMU,0SQ,1.5258,nonspecific
AQU,0SQ,1.7928,nonspecific
Z86,0SQ,1.6908,nonspecific
9DP,0SQ,1.5702,nonspecific
N58,0SQ,1.4364,nonspecific
N61,0SQ,1.4184,nonspecific
YIW,0SQ,1.5636,nonspecific
919,0SQ,1.536,nonspecific
AQB,0SQ,1.5162,nonspecific
AQM,0SQ,1.4826,nonspecific
4JZ,0SQ,1.3896,nonspecific
0ST,0SR,2.7864,ci-out
0SS,0SR,2.4168,ci-out
0SV,0SR,2.4714,ci-out
R39,0SR,2.2674,ci-out
0SU,0SR,2.4246,ci-out
B96,0SR,2.1204,ci-out
Z87,0SR,1.8858,ci-out
KAO,0SR,1.8522,ci-out
K9Y,0SR,1.6764,ci-out
437,0SR,1.8432,ci-out
0YH,0SR,1.6914,ci-out
Z85,0SR,1.8324,ci-out
Z83,0SR,1.776,ci-out
0YJ,0SR,1.6416,ci-out
Z84,0SR,1.8228,ci-out
1PP,0SR,1.7202,ci-out
R48,0SR,1.6482,ci-out
L51,0SR,1.689,ci-out
1AW,0SR,1.7718,ci-out
DG7,0SR,1.7856,ci-out
1AU,0SR,1.6884,ci-out
YIW,0SR,1.5858,ci-out
AQM,0SR,1.6584,ci-out
1BU,0SR,1.578,ci-out
R49,0SR,1.62,ci-out
Z86,0SR,1.7082,ci-out
SS6,0SR,1.5582,ci-out
9DP,0SR,1.5996,ci-out
AQU,0SR,1.5564,ci-out
YIS,0SR,1.4772,ci-out
AQB,0SR,1.581,ci-out
919,0SR,1.4532,ci-out
4JZ,0SR,1.3758,ci-out
0ST,0SS,2.5644,ci-out
0SU,0SS,2.3742,ci-out
0SV,0SS,2.3394,ci-out
R39,0SS,2.0064,ci-out
Z87,0SS,1.9056,ci-out
B96,0SS,1.8912,ci-out
KAO,0SS,1.8666,ci-out
0YH,0SS,1.725,ci-out
K9Y,0SS,1.692,ci-out
437,0SS,1.836,ci-out
Z85,0SS,1.7958,ci-out
Z83,0SS,1.782,ci-out
0YJ,0SS,1.6632,ci-out
1PP,0SS,1.7442,ci-out
Z84,0SS,1.7886,ci-out
R48,0SS,1.6638,ci-out
L51,0SS,1.6998,ci-out
1AW,0SS,1.7898,ci-out
DG7,0SS,1.7526,ci-out
AQM,0SS,1.701,ci-out
1AU,0SS,1.7088,ci-out
YIW,0SS,1.617,ci-out
1BU,0SS,1.5966,ci-out
R49,0SS,1.6362,ci-out
Z86,0SS,1.6914,ci-out
SS6,0SS,1.5774,ci-out
9DP,0SS,1.6152,ci-out
AQU,0SS,1.5726,ci-out
P79,0SS,1.3608,ci-out
YIS,0SS,1.4736,ci-out
919,0SS,1.4526,ci-out
AQB,0SS,1.5798,ci-out
4JZ,0SS,1.3794,ci-out
R39,0ST,2.295,ci-out
0SU,0ST,2.4582,ci-out
0SV,0ST,2.403,ci-out
B96,0ST,2.1432,ci-out
Z87,0ST,1.9062,ci-out
KAO,0ST,1.8678,ci-out
K9Y,0ST,1.6788,ci-out
437,0ST,1.8588,ci-out
0YH,0ST,1.7058,ci-out
Z83,0ST,1.7964,ci-out
Z85,0ST,1.842,ci-out
0YJ,0ST,1.6488,ci-out
1PP,0ST,1.7382,ci-out
Z84,0ST,1.8324,ci-out
R48,0ST,1.6638,ci-out
L51,0ST,1.6962,ci-out
1AW,0ST,1.791,ci-out
DG7,0ST,1.7988,ci-out
1AU,0ST,1.704,ci-out
YIW,0ST,1.5846,ci-out
AQM,0ST,1.668,ci-out
1BU,0ST,1.5912,ci-out
R49,0ST,1.6284,ci-out
Z86,0ST,1.7202,ci-out
SS6,0ST,1.5714,ci-out
9DP,0ST,1.6152,ci-out
AQU,0ST,1.5684,ci-out
YIS,0ST,1.4772,ci-out
919,0ST,1.4508,ci-out
AQB,0ST,1.5702,ci-out
4JZ,0ST,1.3782,ci-out
0SV,0SU,2.7084,ci-out
Z87,0SU,2.0736,ci-out
KAO,0SU,1.9944,ci-out
437,0SU,2.0424,ci-out
R39,0SU,1.9908,ci-out
K9Y,0SU,1.7532,ci-out
0YH,0SU,1.8036,ci-out
Z83,0SU,1.9458,ci-out
1PP,0SU,1.8588,ci-out
Z85,0SU,1.9206,ci-out
0YJ,0SU,1.7556,ci-out
Z84,0SU,1.8924,ci-out
1AW,0SU,1.9248,ci-out
R48,0SU,1.7304,ci-out
B96,0SU,1.8618,ci-out
L51,0SU,1.7784,ci-out
DG7,0SU,1.8456,ci-out
1AU,0SU,1.824,ci-out
YIW,0SU,1.641,ci-out
1BU,0SU,1.6476,ci-out
R49,0SU,1.6968,ci-out
BMU,0SU,1.389,ci-out
Z86,0SU,1.791,ci-out
SS6,0SU,1.6224,ci-out
YIS,0SU,1.5576,ci-out
AQU,0SU,1.6284,ci-out
9DP,0SU,1.656,ci-out
919,0SU,1.5,ci-out
AQB,0SU,1.5858,ci-out
AQM,0SU,1.5534,ci-out
4JZ,0SU,1.3932,ci-out
Z87,0SV,2.0148,ci-out
KAO,0SV,1.9416,ci-out
437,0SV,1.9908,ci-out
R39,0SV,1.9578,ci-out
K9Y,0SV,1.7148,ci-out
0YH,0SV,1.764,ci-out
Z83,0SV,1.899,ci-out
1PP,0SV,1.8168,ci-out
Z85,0SV,1.8984,ci-out
0YJ,0SV,1.6938,ci-out
Z84,0SV,1.8714,ci-out
R48,0SV,1.6932,ci-out
1AW,0SV,1.8732,ci-out
B96,0SV,1.8354,ci-out
L51,0SV,1.74,ci-out
DG7,0SV,1.8306,ci-out
1AU,0SV,1.782,ci-out
YIW,0SV,1.6194,ci-out
1BU,0SV,1.6164,ci-out
R49,0SV,1.6656,ci-out
Z86,0SV,1.7766,ci-out
SS6,0SV,1.5936,ci-out
BMU,0SV,1.3494,ci-out
YIS,0SV,1.536,ci-out
AQU,0SV,1.596,ci-out
9DP,0SV,1.617,ci-out
AQB,0SV,1.5846,ci-out
919,0SV,1.4688,ci-out
AQM,0SV,1.5654,ci-out
4JZ,0SV,1.365,ci-out
6RG,0SW,1.9746,ci-in
AKI,0SW,1.3866,ci-in
CX4,0SW,1.7178,ci-in
Q17,0SW,1.578,ci-in
6P6,0SW,1.4646,ci-in
6P8,0SW,1.4682,ci-in
DFZ,0SW,1.3662,ci-in
RBS,0SW,1.3854,ci-in
55U,0SW,1.3728,ci-in
CWS,0SW,1.4676,ci-in
IRG,0SW,1.4532,ci-in
79O,0SX,1.614,ci-in
R9P,0SX,1.6626,ci-in
WUL,0SX,1.8204,ci-in
HY7,0SX,1.7808,ci-in
LYG,0SX,1.401,ci-in
F10,0SY,2.2206,ci-in
P4O,0SY,2.1744,ci-in
15G,0SY,1.7154,ci-in
553,0SY,1.5672,ci-in
HGF,0SY,1.4046,ci-in
I85,0SY,1.4418,ci-in
5QO,0SY,1.4106,ci-in
1SW,0T2,1.5726,ci-out
1SU,0T2,1.5588,ci-out
NG7,0T2,1.5114,ci-out
G7K,0T2,1.362,ci-out
14S,0T8,2.2722,co-in
4MH,0T8,1.617,co-in
MH7,0T8,1.776,co-in
1H4,0T8,1.4934,co-in
1FV,0T8,1.3674,co-in
K68,0TJ,2.0382,nonspecific
K66,0TJ,1.5084,nonspecific
EXX,0TJ,1.482,nonspecific
K74,0TJ,1.4394,nonspecific
K44,0TJ,1.4046,nonspecific
6TP,0TP,2.0124,ci-in
BI9,0TP,1.3698,ci-in
S25,0TP,1.4928,ci-in
3O4,0TP,1.4928,ci-in
C72,0TP,1.7556,ci-in
C70,0TP,1.4094,ci-in
P39,0TP,1.3842,ci-in
L3G,0TP,1.3554,ci-in
JAK,0UJ,1.7868,ci-in
1J6,0UJ,1.7274,ci-in
1J5,0UJ,1.7094,ci-in
15T,0UJ,1.713,ci-in
79S,0UJ,1.515,ci-in
79R,0UJ,1.4844,ci-in
1RS,0UJ,1.5354,ci-in
79T,0UJ,1.4454,ci-in
4YW,0UJ,1.368,ci-in
4UB,0UL,1.5516,co-in
4LH,0UN,2.166,ci-in
5KW,0UN,2.0634,ci-in
BI9,0UN,1.7166,ci-in
6GY,0UN,1.6644,ci-in
GUI,0UN,1.5708,ci-in
56G,0UN,1.5486,ci-in
633,0UN,1.7202,ci-in
KGW,0UN,1.5492,ci-in
71,0UN,1.4754,ci-in
92M,0UN,1.539,ci-in
VG8,0UN,1.4994,ci-in
563,0UN,1.3878,ci-in
5Q4,0UN,1.434,ci-in
GS3,0UN,1.4898,ci-in
AU5,0UN,1.3728,ci-in
AM5,0UN,1.3854,ci-in
T95,0UN,1.5222,ci-in
4WG,0UN,1.3998,ci-in
1J3,0UN,1.4172,ci-in
AM6,0UN,1.3584,ci-in
4K4,0UN,1.4058,ci-in
634,0UN,1.3614,ci-in
BIJ,0UN,1.3842,ci-in
FI3,0UN,1.413,ci-in
R4L,0UN,1.3932,ci-in
YY3,0UN,1.4748,ci-in
939,0UN,1.467,ci-in
937,0UN,1.3704,ci-in
R78,0UN,1.3758,ci-in
9NH,0UN,1.3872,ci-in
664,0UN,1.374,ci-in
5QM,0V0,1.5438,omega
KSL,0VE,1.3638,ci-in
50H,0VE,1.3716,ci-in
481,0VE,1.35,ci-in
A0H,0VE,1.4004,ci-in
ASH,0VE,1.467,ci-in
CG9,0VE,1.4892,ci-in
CG4,0VF,1.5264,ci-in
50J,0VF,1.443,ci-in
4UQ,0VF,1.4214,ci-in
50H,0VF,1.383,ci-in
R78,0VF,1.4748,ci-in
9ZP,0VF,1.419,ci-in
5FR,0VF,1.3692,ci-in
4FR,0VF,1.3788,ci-in
IBI,0VF,1.4256,ci-in
HPM,0VF,1.3716,ci-in
6JV,0VF,1.3584,ci-in
SVE,0VF,1.389,ci-in
1J4,0VF,1.4232,ci-in
KSH,0VF,1.3572,ci-in
KZM,0VF,1.3716,ci-in
4K4,0VF,1.386,ci-in
KQQ,0VF,1.3608,ci-in
R4L,0VF,1.386,ci-in
4EK,0VG,1.4004,ci-in
0XF,0VH,2.4954,ci-in
3YX,0VH,1.6278,ci-in
3YV,0VH,1.5408,ci-in
KZI,0VH,1.4622,ci-in
P5C,0VH,1.4712,ci-in
3YT,0VH,1.3566,ci-in
2X6,0VH,1.3842,ci-in
KZM,0VH,1.359,ci-in
0WB,0WA,2.3058,ci-in
4KH,0WA,1.488,ci-in
3Z6,0WH,2.4642,co-in
924,0WH,1.8372,co-in
PD5,0WH,1.4586,co-in
PD3,0WH,1.449,co-in
S03,0WH,1.4592,co-in
VRZ,0WH,1.6122,co-in
VSG,0WH,1.515,co-in
VSB,0WH,1.4802,co-in
VSE,0WH,1.4802,co-in
VSA,0WH,1.5678,co-in
VS0,0WH,1.5888,co-in
46,0WH,1.3542,co-in
B43,0WH,1.419,co-in
6HJ,0WH,1.419,co-in
VSF,0WH,1.4064,co-in
18R,0WH,1.3782,co-in
13J,0WH,1.374,co-in
13L,0WH,1.374,co-in
L1G,0WH,1.3626,co-in
L3G,0WH,1.3512,co-in
5WH,0WH,1.3608,co-in
0WN,0WM,2.5668,ci-in
1C9,0WM,2.2764,ci-in
SR2,0WM,1.6908,ci-in
447,0WM,1.5708,ci-in
FMM,0WM,1.4064,ci-in
AQZ,0WM,1.5054,ci-in
HKI,0WM,1.5234,ci-in
W2P,0WM,1.3566,ci-in
H8H,0WM,1.5564,ci-in
AQ4,0WM,1.3944,ci-in
W2R,0WM,1.3644,ci-in
HPM,0WM,1.4388,ci-in
7X1,0WM,1.4928,ci-in
YJA,0WM,1.452,ci-in
1C9,0WN,2.0484,ci-in
HKI,0WN,1.758,ci-in
W2P,0WN,1.5312,ci-in
AQB,0WN,1.4742,ci-in
447,0WN,1.593,ci-in
AIZ,0WN,1.3674,ci-in
SR2,0WN,1.4178,ci-in
KJV,0WN,1.4118,ci-in
YUN,0WN,1.3692,ci-in
YJA,0WN,1.554,ci-in
AQZ,0WN,1.5132,ci-in
FMM,0WN,1.416,ci-in
H8H,0WN,1.5774,ci-in
AQ4,0WN,1.3932,ci-in
W2R,0WN,1.3866,ci-in
7X1,0WN,1.5162,ci-in
HPM,0WN,1.4592,ci-in
B0R,0WP,2.0526,ci-out
B1E,0WP,1.4664,ci-out
DFS,0WP,1.458,ci-out
LZE,0X2,1.4076,ci-in
0X5,0X2,1.3962,ci-in
0XH,0X2,1.3506,ci-in
0XH,0X5,2.598,ci-in
2TT,0X5,2.6556,ci-in
0X6,0X5,2.5722,ci-in
0XP,0X5,2.2566,ci-in
ZUQ,0X5,1.5606,ci-in
3R1,0X5,1.5948,ci-in
2WF,0X5,1.5462,ci-in
CC3,0X5,1.3806,ci-in
3UP,0X5,1.5288,ci-in
3UO,0X5,1.4658,ci-in
Y27,0X5,1.3758,ci-in
0XP,0X6,2.6214,ci-in
2TT,0X6,2.3874,ci-in
0XH,0X6,2.283,ci-in
ZUQ,0X6,1.4886,ci-in
2WF,0X6,1.494,ci-in
3R1,0X6,1.4514,ci-in
3UO,0X6,1.3986,ci-in
3UP,0X6,1.449,ci-in
KZI,0XF,1.5108,ci-in
3YX,0XF,1.6206,ci-in
P5C,0XF,1.4862,ci-in
3YV,0XF,1.5318,ci-in
2X6,0XF,1.389,ci-in
KZM,0XF,1.3752,ci-in
0XP,0XH,2.5902,ci-in
2TT,0XH,2.3328,ci-in
3R1,0XH,1.554,ci-in
ZUQ,0XH,1.413,ci-in
2WF,0XH,1.3848,ci-in
3UP,0XH,1.3812,ci-in
2TT,0XP,2.1078,ci-in
3R1,0XP,1.4094,ci-in
X39,0XZ,2.3952,ci-in
M04,0XZ,1.9044,ci-in
M03,0XZ,1.8804,ci-in
XM1,0XZ,1.8384,ci-in
6J9,0XZ,1.6308,ci-in
MI1,0XZ,1.4424,ci-in
7H4,0XZ,1.3764,ci-in
WFE,0XZ,1.5498,ci-in
M01,0XZ,1.428,ci-in
M02,0XZ,1.3752,ci-in
YM5,0XZ,1.3608,ci-in
YM6,0XZ,1.3782,ci-in
Z87,0YH,1.8672,ci-out
R39,0YH,1.8588,ci-out
KAO,0YH,1.893,ci-out
0YJ,0YH,1.7628,ci-out
1PP,0YH,1.776,ci-out
K9Y,0YH,1.7124,ci-out
Z85,0YH,1.7118,ci-out
Z84,0YH,1.6974,ci-out
R48,0YH,1.7232,ci-out
B96,0YH,1.737,ci-out
437,0YH,1.77,ci-out
L51,0YH,1.7436,ci-out
Z83,0YH,1.7238,ci-out
1AW,0YH,1.7718,ci-out
DG7,0YH,1.6638,ci-out
1AU,0YH,1.7142,ci-out
N61,0YH,1.5036,ci-out
9DP,0YH,1.5678,ci-out
BMU,0YH,1.356,ci-out
1BU,0YH,1.6464,ci-out
R49,0YH,1.6656,ci-out
Z86,0YH,1.602,ci-out
SS6,0YH,1.644,ci-out
919,0YH,1.6572,ci-out
AQU,0YH,1.62,ci-out
L09,0YH,1.3842,ci-out
4JZ,0YH,1.5186,ci-out
YIW,0YH,1.479,ci-out
AQB,0YH,1.4802,ci-out
YIS,0YH,1.4508,ci-out
AQM,0YH,1.4592,ci-out
31V,0YH,1.4406,ci-out
437,0YJ,1.989,ci-out
1PP,0YJ,1.8906,ci-out
1AU,0YJ,1.959,ci-out
Z87,0YJ,1.8234,ci-out
Z85,0YJ,1.7394,ci-out
KAO,0YJ,1.9104,ci-out
Z84,0YJ,1.7076,ci-out
DG7,0YJ,1.7004,ci-out
B96,0YJ,1.7802,ci-out
L51,0YJ,1.9038,ci-out
9DP,0YJ,1.785,ci-out
K9Y,0YJ,1.8246,ci-out
R48,0YJ,1.8726,ci-out
Z86,0YJ,1.662,ci-out
1AW,0YJ,1.8312,ci-out
R39,0YJ,1.7256,ci-out
Z83,0YJ,1.7052,ci-out
919,0YJ,1.8468,ci-out
R49,0YJ,1.8486,ci-out
1BU,0YJ,1.815,ci-out
SS6,0YJ,1.7946,ci-out
AQU,0YJ,1.785,ci-out
YIW,0YJ,1.6212,ci-out
BMU,0YJ,1.3578,ci-out
N61,0YJ,1.3788,ci-out
AQB,0YJ,1.6428,ci-out
YIS,0YJ,1.4508,ci-out
P79,0YJ,1.3512,ci-out
AQM,0YJ,1.5972,ci-out
4JZ,0YJ,1.3512,ci-out
46K,107,1.4778,ci-in
LS4,107,1.3602,ci-in
292,10K,2.1864,co-in
N5B,10K,1.749,co-in
11K,10K,1.5618,co-in
4CK,10K,1.4142,co-in
YAM,10N,1.6338,ci-in
3JZ,10N,1.3872,ci-in
32W,10Z,2.4552,ci-in
P40,10Z,1.3758,ci-in
AN2,112,2.5092,nonspecific
ATP,112,2.5638,nonspecific
AGS,112,2.5518,nonspecific
ADP,112,2.5194,nonspecific
M33,112,2.4588,nonspecific
ACP,112,2.4288,nonspecific
A0P,112,2.388,nonspecific
ANK,112,2.388,nonspecific
ANP,112,2.388,nonspecific
A,112,2.3814,nonspecific
AMP,112,2.3814,nonspecific
GTP,112,2.1438,nonspecific
ADN,112,2.0616,nonspecific
3AM,112,2.1318,nonspecific
GDP,112,2.109,nonspecific
NBS,112,2.175,nonspecific
GNP,112,2.025,nonspecific
ACK,112,1.9704,nonspecific
SGV,112,1.692,nonspecific
66M,112,1.7958,nonspecific
6L5,112,1.797,nonspecific
3GU,112,1.8168,nonspecific
5ID,112,1.6266,nonspecific
ARX,112,1.7532,nonspecific
GUB,112,1.7886,nonspecific
A02,112,1.7244,nonspecific
A03,112,1.7142,nonspecific
RFZ,112,1.3746,nonspecific
1D1,11G,2.271,ci-in
1C7,11G,2.097,ci-in
1C8,11G,1.9998,ci-in
R78,11G,1.7916,ci-in
IBI,11G,1.5714,ci-in
92M,11G,1.4214,ci-in
9ZP,11G,1.3854,ci-in
584,11G,1.566,ci-in
4CK,11K,1.5684,co-in
292,11K,1.7658,co-in
66P,12C,1.6992,ci-in
R9P,12C,1.3518,ci-in
O1Z,12Z,2.343,co-in
X3A,12Z,2.0712,co-in
X35,12Z,2.1936,co-in
X40,12Z,1.7778,co-in
X36,12Z,1.731,co-in
ZYS,12Z,1.8888,co-in
X02,12Z,1.8144,co-in
Z63,12Z,1.8072,co-in
X46,12Z,1.5426,co-in
21Z,12Z,1.4424,co-in
25Z,12Z,1.5594,co-in
26Z,12Z,1.4304,co-in
X44,12Z,1.4328,co-in
Z31,12Z,1.7082,co-in
X42,12Z,1.4028,co-in
50Z,12Z,1.5648,co-in
20Z,12Z,1.395,co-in
Z60,12Z,1.5042,co-in
13L,13J,3,co-in
18R,13J,2.4258,co-in
4C9,13J,2.007,co-in
6HL,13J,2.0334,co-in
6HJ,13J,1.9524,co-in
VS0,13J,1.5924,co-in
KS4,13J,1.6974,co-in
KS1,13J,1.7076,co-in
L2G,13J,1.8306,co-in
L1G,13J,1.8084,co-in
5X4,13J,1.494,co-in
PD5,13J,1.6722,co-in
L3G,13J,1.7796,co-in
PD3,13J,1.5396,co-in
ABJ,13J,1.6026,co-in
VSA,13J,1.4274,co-in
VRZ,13J,1.4544,co-in
VSH,13J,1.593,co-in
BK2,13J,1.5618,co-in
V68,13J,1.6656,co-in
UWA,13J,1.5918,co-in
BK5,13J,1.5738,co-in
I76,13J,1.5318,co-in
16W,13J,1.3908,co-in
UWB,13J,1.6302,co-in
KS5,13J,1.5444,co-in
BK7,13J,1.6218,co-in
VSP,13J,1.3566,co-in
BK4,13J,1.518,co-in
NG7,13J,1.3878,co-in
BK6,13J,1.6002,co-in
C88,13J,1.6392,co-in
UW9,13J,1.6344,co-in
C5I,13J,1.3944,co-in
5XH,13J,1.3836,co-in
PP1,13J,1.527,co-in
G9B,13J,1.4874,co-in
P39,13J,1.452,co-in
2H1,13J,1.5588,co-in
5WF,13J,1.4028,co-in
1P5,13J,1.3962,co-in
481,13J,1.383,co-in
5WE,13J,1.431,co-in
BK3,13J,1.3608,co-in
5WH,13J,1.3656,co-in
4YM,13J,1.3764,co-in
P38,13J,1.3584,co-in
SVE,13J,1.3806,co-in
18R,13L,2.4258,co-in
4C9,13L,2.007,co-in
6HL,13L,2.0334,co-in
6HJ,13L,1.9524,co-in
VS0,13L,1.5924,co-in
KS4,13L,1.6974,co-in
KS1,13L,1.7076,co-in
L2G,13L,1.8306,co-in
L1G,13L,1.8084,co-in
5X4,13L,1.494,co-in
PD5,13L,1.6722,co-in
L3G,13L,1.7796,co-in
PD3,13L,1.5396,co-in
ABJ,13L,1.6026,co-in
VSA,13L,1.4274,co-in
VRZ,13L,1.4544,co-in
VSH,13L,1.593,co-in
BK2,13L,1.5618,co-in
V68,13L,1.6656,co-in
UWA,13L,1.5918,co-in
BK5,13L,1.5738,co-in
I76,13L,1.5318,co-in
16W,13L,1.3908,co-in
UWB,13L,1.6302,co-in
KS5,13L,1.5444,co-in
BK7,13L,1.6218,co-in
VSP,13L,1.3566,co-in
BK4,13L,1.518,co-in
NG7,13L,1.3878,co-in
BK6,13L,1.6002,co-in
C88,13L,1.6392,co-in
UW9,13L,1.6344,co-in
C5I,13L,1.3944,co-in
5XH,13L,1.3836,co-in
PP1,13L,1.527,co-in
G9B,13L,1.4874,co-in
P39,13L,1.452,co-in
2H1,13L,1.5588,co-in
5WF,13L,1.4028,co-in
1P5,13L,1.3962,co-in
481,13L,1.383,co-in
5WE,13L,1.431,co-in
BK3,13L,1.3608,co-in
5WH,13L,1.3656,co-in
4YM,13L,1.3764,co-in
P38,13L,1.3584,co-in
SVE,13L,1.3806,co-in
1WY,13V,1.3578,ci-in
MHR,13V,1.389,ci-in
UNJ,14I,1.947,ci-in
UNE,14I,1.4472,ci-in
4MH,14S,1.5876,nonspecific
1H4,14S,1.4202,nonspecific
MH7,14S,1.6962,nonspecific
R78,14S,1.4154,nonspecific
4K5,14S,1.41,nonspecific
1J4,14S,1.3632,nonspecific
